nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date,pixel_x,pixel_y,crop_filename
0322,N19W72,19,72,348,40,Hsx,1,1,Alpha,2003-03-26,952.9977729394903,687.222837782036,20030326_0322.npy
0323,S07E55,-7,-55,221,20,Cso,3,2,Beta,2003-03-26,112.3552205882566,485.73053200746,20030326_0323.npy
0318,S15E22,-15,-22,240,40,Dao,10,10,Beta,2003-03-27,333.98637511856725,437.7117857664973,20030327_0318.npy
0319,N13E13,13,-13,249,120,Dai,8,17,Beta,2003-03-27,404.2415209034596,677.2429964284137,20030327_0319.npy
0320,N05W20,5,20,282,20,Hsx,2,5,Alpha,2003-03-27,679.7862829164642,609.0794243296506,20030327_0320.npy
0321,N05E51,5,-51,211,350,Dki,10,15,Beta-Gamma,2003-03-27,131.38294136433012,590.8945937985028,20030327_0321.npy
0322,N19W86,19,86,348,60,Hax,2,2,Alpha,2003-03-27,973.643854530496,673.6706069476828,20030327_0322.npy
0323,S07E41,-7,-41,221,50,Dso,6,7,Beta,2003-03-27,191.7180765409665,496.05590791512697,20030327_0323.npy
0318,S15E09,-15,-9,240,30,Dro,8,7,Beta,2003-03-28,437.7166418551317,440.76954499229447,20030328_0318.npy
0319,N13W01,13,1,250,340,Dki,9,30,Beta-Gamma,2003-03-28,520.4663119229482,678.3129927521395,20030328_0319.npy
0320,N05W33,5,33,282,20,Bxo,5,6,Beta,2003-03-28,778.8224500710853,602.784607816956,20030328_0320.npy
0321,N05E34,5,-34,211,320,Eac,12,29,Beta-Gamma-Delta,2003-03-28,238.04176510086376,602.3175125509028,20030328_0321.npy
0323,S07E28,-7,-28,221,40,Cso,7,8,Beta,2003-03-28,282.7947315059748,503.1881472069339,20030328_0323.npy
0324,S16E68,-16,-68,181,80,Dao,3,5,Beta,2003-03-28,74.21426900761344,398.23326442669503,20030328_0324.npy
0325,N12E80,12,-80,169,200,Hhx,3,1,Alpha,2003-03-28,39.27502404489178,622.6736495036098,20030328_0325.npy
0318,S15W06,-15,6,242,30,Dso,7,11,Beta,2003-03-29,561.7152201200689,440.7594830026859,20030329_0318.npy
0319,N12W18,12,18,254,440,Eki,11,32,Beta-Gamma,2003-03-29,660.6811210525852,666.9684688922194,20030329_0319.npy
0320,N06W48,6,48,284,30,Cso,5,11,Beta,2003-03-29,874.9132856430945,600.9783041462957,20030329_0320.npy
0321,N04E21,4,-21,215,370,Eac,12,38,Beta-Gamma,2003-03-29,336.16960785610365,599.611212497571,20030329_0321.npy
0323,S09E11,-9,-11,225,30,Dso,8,12,Beta,2003-03-29,419.31277464401546,491.3253262152794,20030329_0323.npy
0324,S14E53,-14,-53,183,60,Dao,5,3,Beta,2003-03-29,131.17007911948286,427.3809912813402,20030329_0324.npy
0325,N12E65,12,-65,171,260,Hhx,6,1,Alpha,2003-03-29,76.70318020662552,636.785118775111,20030329_0325.npy
0326,S12E74,-12,-74,162,60,Hsx,3,1,Alpha,2003-03-29,50.43709018645694,425.9077789621396,20030329_0326.npy
0318,S14W20,-14,20,243,90,Dao,6,14,Beta,2003-03-30,675.1067056774012,445.833567374103,20030330_0318.npy
0319,N12W30,12,30,253,300,Cao,11,13,Beta,2003-03-30,752.2504699770518,661.717987251772,20030330_0319.npy
0320,N07W63,7,63,286,40,Cso,6,6,Beta,2003-03-30,945.5183717699904,596.7209793719794,20030330_0320.npy
0321,N04E11,4,-11,212,200,Dai,9,17,Beta,2003-03-30,418.3185590675111,601.9930094800158,20030330_0321.npy
0323,S08W01,-8,1,224,120,Dsi,9,20,Beta,2003-03-30,520.4501267041061,500.5453976726956,20030330_0323.npy
0324,S14E41,-14,-41,182,20,Bxo,4,3,Beta,2003-03-30,198.9974079756489,435.6311517449869,20030330_0324.npy
0325,N13E54,13,-54,169,300,Hax,3,1,Alpha,2003-03-30,124.74444932053336,654.1526045299333,20030330_0325.npy
0326,S13E62,-13,-62,161,50,Hsx,1,1,Alpha,2003-03-30,89.43779860286571,428.2261152893534,20030330_0326.npy
0318,S13W34,-13,34,244,60,Dai,9,14,Beta,2003-03-31,779.4649784370672,447.8238438695281,20030331_0318.npy
0319,N13W42,13,42,252,250,Eao,12,11,Beta-Gamma,2003-03-31,831.8556763178573,662.5304302036718,20030331_0319.npy
0320,N06W74,6,74,284,100,Cao,6,4,Beta,2003-03-31,979.9617066895378,577.9608823386234,20030331_0320.npy
0321,N05W03,5,3,213,210,Ehi,11,25,Beta,2003-03-31,537.45214225729,610.9375428489037,20030331_0321.npy
0323,S08W15,-8,15,225,230,Dai,9,24,Beta-Gamma,2003-03-31,637.8239382468187,498.1920409903733,20030331_0323.npy
0324,S13E23,-13,-23,187,50,Eso,11,11,Beta,2003-03-31,324.59526701651794,452.9441608947664,20030331_0324.npy
0325,N13E40,13,-40,170,320,Hkx,5,5,Alpha,2003-03-31,204.0699889045304,663.8981412437181,20030331_0325.npy
0326,S13E49,-13,-49,161,50,Hsx,1,2,Alpha,2003-03-31,150.5446462026004,438.3351072587405,20030331_0326.npy
0318,S13W49,-13,49,245,50,Dao,8,8,Beta,2003-04-01,872.6412540294407,437.9857189378749,20030401_0318.npy
0319,N13W57,13,57,253,130,Dao,9,5,Beta,2003-04-01,912.4487078419604,651.109504520676,20030401_0319.npy
0321,N06W16,6,16,212,140,Eai,11,17,Beta-Gamma,2003-04-01,646.5452218520772,616.7316808308501,20030401_0321.npy
0323,S08W29,-8,29,225,310,Eki,11,21,Beta-Gamma,2003-04-01,747.6732791561649,492.64528293998535,20030401_0323.npy
0324,S12E06,-12,-6,190,20,Cao,5,9,Beta,2003-04-01,461.5431714498706,465.1422220076586,20030401_0324.npy
0325,N12E26,12,-26,170,330,Dho,6,9,Beta,2003-04-01,301.093524138848,662.8277995959986,20030401_0325.npy
0326,S13E32,-13,-32,164,40,Hsx,1,1,Alpha,2003-04-01,258.0593932715477,448.58204488247935,20030401_0326.npy
0327,S07W12,-7,12,208,20,Bxo,3,4,Beta,2003-04-01,613.263029598309,507.037667212936,20030401_0327.npy
0328,S03E14,-3,-14,182,0,Axx,1,1,Alpha,2003-04-01,393.0438940952202,540.9086956525806,20030401_0328.npy
0318,S12W65,-12,65,248,30,Cro,5,4,Beta,2003-04-02,946.0985384772116,433.4127830887431,20030402_0318.npy
0319,N12W74,12,74,257,130,Hax,3,2,Alpha,2003-04-02,971.9762614438276,627.7559932674116,20030402_0319.npy
0321,N06W29,6,29,212,100,Dao,10,16,Beta,2003-04-02,748.5341043873087,611.3770489624178,20030402_0321.npy
0323,S08W43,-8,43,226,350,Eac,11,22,Beta-Gamma,2003-04-02,843.1921675269544,484.2860959933788,20030402_0323.npy
0324,S11W08,-11,8,191,60,Dao,6,11,Beta,2003-04-02,578.8945273493194,472.9958489236575,20030402_0324.npy
0325,N12E14,12,-14,169,310,Cko,9,8,Beta,2003-04-02,395.4665286065334,666.3607207378755,20030402_0325.npy
0326,S13E21,-13,-21,162,30,Hsx,1,1,Alpha,2003-04-02,340.1415064781909,452.8556383254319,20030402_0326.npy
0327,S06W25,-6,25,208,30,Dao,4,3,Beta,2003-04-02,718.2206699940039,511.1364302589453,20030402_0327.npy
0328,S13E02,-13,-2,181,10,Hsx,3,4,Beta,2003-04-02,495.0332906316355,456.4271667543682,20030402_0328.npy
0318,S13W76,-13,76,246,30,Hrx,1,1,Alpha,2003-04-03,974.373559158191,415.15617874166014,20030403_0318.npy
0319,N12W88,12,88,258,120,Hsx,2,2,Alpha,2003-04-03,989.4739151978016,614.4413309967096,20030403_0319.npy
0321,N07W40,7,40,210,180,Dao,6,14,Beta,2003-04-03,824.7208473901389,613.261941292295,20030403_0321.npy
0323,S07W56,-7,56,226,270,Eai,11,26,Beta-Gamma,2003-04-03,915.0438695811376,482.99901346030896,20030403_0323.npy
0324,S12W21,-12,21,191,120,Dao,7,22,Beta,2003-04-03,683.8429565575766,460.9206738028474,20030403_0324.npy
0325,N10E05,10,-5,165,360,Ehi,13,21,Beta,2003-04-03,469.5010448479008,650.962207150783,20030403_0325.npy
0326,S11E09,-11,-9,161,30,Hsx,1,2,Alpha,2003-04-03,436.2117861445567,472.4166002282808,20030403_0326.npy
0327,S05W38,-5,38,208,30,Cro,4,6,Beta,2003-04-03,812.6861755844001,512.7087667391684,20030403_0327.npy
0328,S12W13,-12,13,183,10,Axx,3,5,Alpha,2003-04-03,619.7698573146073,463.138783347283,20030403_0328.npy
0321,N08W54,8,54,211,140,Dao,7,11,Beta,2003-04-04,904.1173130478784,611.391491743895,20030404_0321.npy
0323,S07W70,-7,70,227,240,Eao,13,16,Beta,2003-04-04,968.0848808067694,470.899960079199,20030404_0323.npy
0324,S11W35,-11,35,192,200,Dai,8,21,Beta-Gamma,2003-04-04,787.7832790361974,462.82342648432655,20030404_0324.npy
0325,N11W09,11,9,166,360,Dko,10,11,Beta,2003-04-04,586.8824903768186,658.172558438783,20030404_0325.npy
0326,S11W04,-11,4,161,30,Cso,6,4,Beta,2003-04-04,545.1060098539376,472.4656757060904,20030404_0326.npy
0327,S04W53,-4,53,210,30,Cao,5,6,Beta,2003-04-04,902.015612459008,510.6207070331195,20030404_0327.npy
0329,N01E18,1,-18,139,20,Cso,3,4,Beta,2003-04-04,359.71694729578394,572.5584146584656,20030404_0329.npy
0330,N07E74,7,-74,83,140,Hhx,4,1,Alpha,2003-04-04,44.20557216859953,585.9151239924506,20030404_0330.npy
0321,N08W68,8,68,212,200,Dai,7,13,Beta,2003-04-05,960.7560116790802,599.4709103750265,20030405_0321.npy
0323,S07W87,-7,87,231,90,Cso,7,7,Beta,2003-04-05,995.7475232050213,455.1393583209498,20030405_0323.npy
0324,S11W45,-11,45,189,340,Dac,10,34,Beta-Gamma-Delta,2003-04-05,851.74039410852,456.4381932911697,20030405_0324.npy
0325,N12W24,12,24,168,310,Cko,7,7,Beta,2003-04-05,706.645505169798,661.784796845079,20030405_0325.npy
0326,S11W17,-11,17,161,20,Hsx,1,2,Alpha,2003-04-05,652.3152090678152,469.7608979591183,20030405_0326.npy
0327,S06W76,-6,76,220,10,Axx,1,2,Alpha,2003-04-05,983.4088039834444,473.8022062042213,20030405_0327.npy
0329,N02E04,2,-4,140,20,Cso,4,2,Beta,2003-04-05,477.1787758505348,583.1041957528475,20030405_0329.npy
0330,N07E62,7,-62,82,330,Hhx,4,1,Alpha,2003-04-05,81.95353307988438,596.335114285101,20030405_0330.npy
0321,N09W83,9,83,213,110,Dai,7,6,Beta,2003-04-06,990.4710295893968,594.070388102632,20030406_0321.npy
0324,S11W62,-11,62,192,240,Dai,10,19,Beta-Gamma-Delta,2003-04-06,935.7242623050008,443.5697271942422,20030406_0324.npy
0325,N13W38,13,38,168,340,Hkx,4,2,Alpha,2003-04-06,805.4286302571475,662.7191728204583,20030406_0325.npy
0326,S11W31,-11,31,161,10,Axx,1,2,Alpha,2003-04-06,759.3316032091599,464.0394000825507,20030406_0326.npy
0330,N07E49,7,-49,81,400,Hkx,3,1,Alpha,2003-04-06,144.10195878833008,606.1444268182248,20030406_0330.npy
0331,S07W09,-7,9,139,10,Bxo,4,4,Beta,2003-04-06,587.5187991721518,505.172795613764,20030406_0331.npy
0324,S12W74,-12,74,191,120,Dai,9,10,Beta-Gamma,2003-04-07,971.2393867610036,424.878935966679,20030407_0324.npy
0325,N13W49,13,49,166,250,Cko,6,7,Beta,2003-04-07,871.5683192780048,655.3208735861335,20030407_0325.npy
0326,S11W44,-11,44,161,10,Hsx,1,1,Alpha,2003-04-07,845.550438408588,456.3899944652797,20030407_0326.npy
0330,N07E38,7,-38,79,380,Dko,6,3,Beta,2003-04-07,211.69239548623452,612.8399387644096,20030407_0330.npy
0331,S07W22,-7,22,139,40,Dso,6,4,Beta,2003-04-07,693.7376477580717,501.43033365933735,20030407_0331.npy
0324,S13W85,-13,85,189,40,Hsx,1,1,Alpha,2003-04-08,985.5231488378544,406.8093645910742,20030408_0324.npy
0325,N15W63,15,63,167,300,Cho,3,3,Beta,2003-04-08,932.333834305576,660.6825576320573,20030408_0325.npy
0326,S10W57,-10,57,161,10,Hsx,1,1,Alpha,2003-04-08,915.6134205742532,455.4361358997875,20030408_0326.npy
0330,N07E24,7,-24,80,330,Cko,7,5,Beta,2003-04-08,313.177921703543,619.0382603523132,20030408_0330.npy
0331,S07W34,-7,34,138,30,Cao,5,6,Beta,2003-04-08,783.3019430184911,495.76891115524734,20030408_0331.npy
0332,N11E58,11,-58,46,20,Hsx,1,1,Alpha,2003-04-08,103.6788509696753,631.9513684538474,20030408_0332.npy
0325,N14W77,14,77,168,270,Dso,4,2,Alpha,2003-04-09,973.2352795246468,640.5682087558442,20030409_0325.npy
0330,N07E10,7,-10,81,390,Cko,6,7,Beta-Gamma,2003-04-09,426.5826788710241,622.25012740342,20030409_0330.npy
0331,S08W48,-8,48,139,20,Hsx,1,1,Alpha,2003-04-09,871.6032370281523,478.5174020034355,20030409_0331.npy
0332,N11E45,11,-45,46,20,Bxo,1,2,Alpha,2003-04-09,171.18905757911784,640.838765703633,20030409_0332.npy
0325,N15W92,15,92,170,100,Dso,4,3,Beta,2003-04-10,982.316810339732,635.4992287578577,20030410_0325.npy
0326,S12W78,-12,78,156,90,Dao,7,4,Beta,2003-04-10,978.711409110828,421.1240785077066,20030410_0326.npy
0330,N08W02,8,2,80,420,Dko,6,14,Beta-Gamma,2003-04-10,527.9931448116075,630.7387012565306,20030410_0330.npy
0331,S08W62,-8,62,140,10,Axx,2,2,Alpha,2003-04-10,938.891971891383,467.9656307879519,20030410_0331.npy
0332,N11E31,11,-31,47,30,Cso,2,3,Beta,2003-04-10,263.36013464406665,648.1275129892786,20030410_0332.npy
0333,N11W36,11,36,114,10,Axx,2,2,Alpha,2003-04-10,793.7376428153661,645.67713295798,20030410_0333.npy
0330,N07W16,7,16,81,380,Chi,6,16,Beta,2003-04-11,645.1369165247725,619.8658561962933,20030411_0330.npy
0331,S08W74,-8,74,139,20,Cro,4,2,Beta,2003-04-11,976.337386646225,457.96344955941856,20030411_0331.npy
0332,N11E18,11,-18,47,10,Axx,1,2,Alpha,2003-04-11,362.4079884822012,652.3858423936925,20030411_0332.npy
0334,S08E69,-8,-69,356,110,Cao,3,6,Beta,2003-04-11,59.31631399851904,462.0731470010642,20030411_0334.npy
0330,N07W31,7,31,82,360,Cho,6,13,Beta,2003-04-12,761.3699046301247,613.9897027728501,20030412_0330.npy
0332,N10E04,10,-4,47,0,Axx,1,2,Alpha,2003-04-12,477.31736513982696,645.9180736025447,20030412_0332.npy
0334,S08E55,-8,-55,356,120,Cao,3,4,Beta,2003-04-12,114.3396415332786,472.55490207532057,20030412_0334.npy
0330,N07W43,7,43,81,340,Dho,6,18,Beta,2003-04-13,842.2327595733037,607.176468433827,20030413_0330.npy
0332,N12W07,12,7,45,10,Cso,3,6,Beta,2003-04-13,569.3151498023689,661.4021316495157,20030413_0332.npy
0334,S08E43,-8,-43,355,110,Cao,3,6,Beta,2003-04-13,180.539100180893,479.9717949854664,20030413_0334.npy
0330,N07W57,7,57,82,330,Dho,6,9,Beta,2003-04-14,917.8283440837516,597.5280457173681,20030414_0330.npy
0332,N12W20,12,20,45,20,Cso,2,4,Beta,2003-04-14,674.592532825158,658.1839426085306,20030414_0332.npy
0334,S08E29,-8,-29,356,100,Cao,3,5,Beta,2003-04-14,275.8215793108379,486.4726078583817,20030414_0334.npy
0335,S21E56,-21,-56,329,40,Cso,3,3,Beta,2003-04-14,132.71039787300683,363.0002741849379,20030414_0335.npy
0330,N08W71,8,71,83,300,Cho,6,6,Beta,2003-04-15,968.257604227768,594.9367644348704,20030415_0330.npy
0332,N12W33,12,33,45,20,Cso,4,7,Beta,2003-04-15,771.6014856222978,652.7119105678916,20030415_0332.npy
0334,S08E16,-8,-16,356,70,Cso,4,7,Beta,2003-04-15,377.28547578415134,490.0748635032982,20030415_0334.npy
0335,S21E42,-21,-42,330,40,Dso,3,3,Beta,2003-04-15,205.57039495523023,370.9023975296332,20030415_0335.npy
0330,N09W86,9,86,85,200,Hhx,4,1,Alpha,2003-04-16,991.582983533247,590.9358022605734,20030416_0330.npy
0332,N12W47,12,47,46,30,Cro,3,4,Beta,2003-04-16,860.6096863364099,644.7452407322511,20030416_0332.npy
0334,S08E02,-8,-2,357,60,Cso,4,7,Beta,2003-04-16,493.87655380359854,491.26207550000447,20030416_0334.npy
0335,S22E28,-22,-28,331,30,Dso,2,2,Beta,2003-04-16,297.980498898706,368.4587909033686,20030416_0335.npy
0334,S10W12,-10,12,357,60,Cao,4,5,Beta,2003-04-17,610.9353979640521,472.5446598274099,20030417_0334.npy
0335,S21E20,-21,-20,325,20,Cao,7,15,Beta,2003-04-17,354.6104857713416,378.5409732044663,20030417_0335.npy
0334,S08W24,-8,24,356,60,Dso,4,4,Beta,2003-04-18,707.5548504849413,485.98831020236975,20030418_0334.npy
0335,S22E06,-22,-6,326,10,Bxo,6,2,Beta,2003-04-18,463.1737206474961,372.1239911214937,20030418_0335.npy
0336,N12E75,12,-75,257,100,Hsx,2,1,Alpha,2003-04-18,50.54823016088301,624.2658009180244,20030418_0336.npy
0334,S08W38,-8,38,357,60,Hsx,2,1,Alpha,2003-04-19,808.5123353935603,479.7055901880416,20030419_0334.npy
0335,S22W09,-22,9,328,20,Bxo,6,7,Beta,2003-04-19,581.4410781493336,371.22003417668736,20030419_0335.npy
0336,N13E62,13,-62,257,160,Hax,2,1,Alpha,2003-04-19,91.28507888087064,641.7617233637925,20030419_0336.npy
0337,S12E74,-12,-74,245,180,Hkx,3,2,Alpha,2003-04-19,52.7692830558226,423.0490116031692,20030419_0337.npy
0334,S07W51,-7,51,357,30,Hsx,2,1,Alpha,2003-04-20,887.3274565969714,480.5948547746484,20030420_0334.npy
0335,S21W21,-21,21,327,30,Bxo,4,7,Beta,2003-04-20,674.1549370018245,376.5301424170915,20030420_0335.npy
0336,N13E50,13,-50,256,120,Hax,3,1,Alpha,2003-04-20,146.60503608371283,649.0973545017509,20030420_0336.npy
0337,S14E66,-14,-66,239,240,Cao,9,6,Beta,2003-04-20,78.84888903607805,411.9179764874716,20030420_0337.npy
0338,N18E26,18,-26,280,20,Bxo,11,4,Beta,2003-04-20,307.0076525446943,700.4132715444435,20030420_0338.npy
0334,S07W65,-7,65,358,30,Hsx,1,1,Alpha,2003-04-21,949.517633889684,471.15317201836433,20030421_0334.npy
0335,S23W33,-23,33,326,20,Bxo,4,6,Beta,2003-04-21,755.5389325021429,355.8567717355286,20030421_0335.npy
0336,N13E37,13,-37,256,150,Hax,3,2,Alpha,2003-04-21,224.4501867035624,655.4256508737358,20030421_0336.npy
0337,S14E55,-14,-55,238,340,Dko,10,10,Beta,2003-04-21,123.21074004956728,418.7177800268777,20030421_0337.npy
0338,N18E09,18,-9,284,40,Dso,8,8,Beta,2003-04-21,437.89990218715167,703.5813336884105,20030421_0338.npy
0339,N18W45,18,45,338,20,Cso,5,6,Beta-Gamma,2003-04-21,838.9514419906311,691.6395108171592,20030421_0339.npy
0334,S07W78,-7,78,358,20,Hsx,2,1,Alpha,2003-04-22,983.7842460214948,461.7097496637961,20030422_0334.npy
0335,S24W43,-24,43,323,10,Cro,3,3,Beta,2003-04-22,814.7257346347486,343.1337899816799,20030422_0335.npy
0336,N13E23,13,-23,257,120,Cao,4,5,Beta,2003-04-22,324.6100376267966,660.0847816573926,20030422_0336.npy
0337,S13E43,-13,-43,237,370,Dki,9,22,Beta-Delta,2003-04-22,186.4138201288756,433.29503539055776,20030422_0337.npy
0338,N18W05,18,5,285,50,Dai,10,25,Beta-Gamma,2003-04-22,550.9583081013042,703.2416894469696,20030422_0338.npy
0339,N16W58,16,58,338,50,Dso,8,12,Beta,2003-04-22,908.2239491827984,667.7434207174671,20030422_0339.npy
0340,S04E55,-4,-55,225,10,Axx,2,2,Alpha,2003-04-22,112.34562803027636,502.6362026101813,20030422_0340.npy
0341,S10E74,-10,-74,206,10,Cro,4,4,Beta,2003-04-22,50.10011161690778,439.2388717873647,20030422_0341.npy
0334,S07W92,-7,92,358,20,Hsx,2,3,Alpha,2003-04-23,993.7750739172168,450.6798914679629,20030423_0334.npy
0336,N14E10,14,-10,256,70,Dso,3,5,Beta,2003-04-23,428.3274439024083,669.4532784780201,20030423_0336.npy
0337,S14E29,-14,-29,237,270,Dki,9,19,Beta-Gamma,2003-04-23,281.07648117814983,429.5387560005122,20030423_0337.npy
0338,N18W20,18,20,286,100,Dai,10,20,Beta-Gamma,2003-04-23,669.4453246722112,699.4391887644501,20030423_0338.npy
0339,N16W71,16,71,337,60,Dso,7,8,Beta,2003-04-23,953.70728931878,658.1288451552081,20030423_0339.npy
0340,S06E43,-6,-43,223,10,Hrx,1,2,Alpha,2003-04-23,179.9393378133392,491.1808183950892,20030423_0340.npy
0341,S10E61,-10,-61,205,20,Cro,4,4,Beta,2003-04-23,91.35415460398946,447.0114922466189,20030423_0341.npy
0342,N18W07,18,7,273,20,Axx,2,6,Alpha,2003-04-23,567.2034391957832,701.6063849789898,20030423_0342.npy
0336,N13W03,13,3,256,60,Cso,4,6,Beta,2003-04-24,535.2177590966661,661.2137569424152,20030424_0336.npy
0337,S14E15,-14,-15,238,310,Dko,8,19,Beta-Gamma,2003-04-24,387.764242836465,432.5976590116596,20030424_0337.npy
0338,N18W32,18,32,285,170,Eai,12,31,Beta-Gamma,2003-04-24,756.3675149161647,695.0410937144907,20030424_0338.npy
0339,N16W84,16,84,337,60,Cso,4,5,Beta,2003-04-24,976.1910445038516,648.91715156152,20030424_0339.npy
0340,S06E30,-6,-30,223,10,Hsx,0,2,Alpha,2003-04-24,267.79698398325047,496.2317515994376,20030424_0340.npy
0341,S10E50,-10,-50,203,10,Axx,1,1,Alpha,2003-04-24,142.97247579156596,453.1195145454522,20030424_0341.npy
0342,N18W21,18,21,274,20,Axx,2,4,Alpha,2003-04-24,676.7446289545785,698.4932705188066,20030424_0342.npy
0343,N06E60,6,-60,193,30,Cro,6,4,Beta,2003-04-24,91.35108728259873,582.4974398094229,20030424_0343.npy
0336,N14W16,14,16,256,30,Cso,4,8,Beta,2003-04-25,640.8580969957814,667.0071105814783,20030425_0336.npy
0337,S14E00,-14,0,240,280,Dko,6,22,Beta-Gamma,2003-04-25,510.3084429303901,433.23481489356817,20030425_0337.npy
0338,N18W45,18,45,285,200,Eai,11,25,Beta-Gamma,2003-04-25,838.4273521703451,688.7866402323652,20030425_0338.npy
0340,S07E13,-7,-13,227,10,Axx,1,2,Alpha,2003-04-25,401.3340758752295,491.4749931100383,20030425_0340.npy
0342,N17W35,17,35,275,20,Bxo,3,6,Beta,2003-04-25,778.0024042061185,685.320137205612,20030425_0342.npy
0343,N06E45,6,-45,195,40,Dso,6,6,Beta,2003-04-25,167.86332479750735,590.6101580061386,20030425_0343.npy
0344,N16E39,16,-39,201,30,Dso,6,7,Beta,2003-04-25,215.6782307177468,675.5489188311794,20030425_0344.npy
0345,S17E74,-17,-74,166,30,Cso,5,4,Beta,2003-04-25,63.973294927563416,380.0486520439225,20030425_0345.npy
0346,N16E74,16,-74,166,50,Hsx,2,1,Alpha,2003-04-25,61.7509427375785,655.4442703962167,20030425_0346.npy
0336,N14W29,14,29,256,10,Bxo,3,6,Beta,2003-04-26,739.8272162987639,662.8058452294077,20030426_0336.npy
0337,S14W13,-14,13,240,270,Dko,7,18,Beta-Gamma,2003-04-26,616.837518939497,431.4934418309653,20030426_0337.npy
0338,N18W58,18,58,285,210,Eao,11,28,Beta-Gamma-Delta,2003-04-26,903.4858294982128,681.3239426084044,20030426_0338.npy
0342,N17W48,17,48,275,40,Cso,5,9,Beta,2003-04-26,856.8799748132052,678.7954848699044,20030426_0342.npy
0343,N06E32,6,-32,195,20,Cso,6,6,Beta,2003-04-26,253.47783242820668,595.7355440909421,20030426_0343.npy
0344,N16E26,16,-26,201,170,Dao,7,17,Beta,2003-04-26,304.9528783238867,679.7291520898772,20030426_0344.npy
0345,S17E61,-17,-61,166,170,Dao,6,8,Beta,2003-04-26,103.71784129922582,387.7775187488072,20030426_0345.npy
0346,N16E61,16,-61,166,60,Hsx,2,1,Alpha,2003-04-26,101.6896587274408,663.4234880805008,20030426_0346.npy
0336,N14W42,14,42,256,10,Bxo,4,6,Beta,2003-04-27,826.7657097733912,657.0305819749324,20030427_0336.npy
0337,S14W26,-14,26,240,220,Dko,6,13,Beta,2003-04-27,717.6598068434457,427.9227390897033,20030427_0337.npy
0338,N18W71,18,71,285,250,Eac,13,19,Beta-Gamma-Delta,2003-04-27,948.2720822865292,673.1509871135097,20030427_0338.npy
0342,N17W61,17,61,275,50,Cso,4,5,Beta,2003-04-27,917.7995906073592,671.2341925782043,20030427_0342.npy
0343,N06E19,6,-19,195,20,Axx,1,1,Alpha,2003-04-27,352.2591351522045,598.9184786760442,20030427_0343.npy
0344,N16E13,16,-13,201,400,Dki,8,20,Beta-Gamma-Delta,2003-04-27,404.722534118608,681.9463380236402,20030427_0344.npy
0345,S17E48,-17,-48,166,170,Dao,7,6,Beta,2003-04-27,164.4325583117788,394.2673540451374,20030427_0345.npy
0346,N16E48,16,-48,166,60,Cso,4,3,Beta,2003-04-27,162.703228194769,670.1265639268921,20030427_0346.npy
0347,S20E36,-20,-36,178,40,Bxo,3,4,Beta,2003-04-27,241.22939303545732,374.8311194280549,20030427_0347.npy
0348,S36E58,-36,-58,156,20,Bxo,6,4,Beta,2003-04-27,176.99328326161395,242.78587693604504,20030427_0348.npy
0349,S14E60,-14,-60,154,30,Hrx,1,2,Alpha,2003-04-27,101.81313809185929,412.737222103415,20030427_0349.npy
0336,N14W56,14,56,256,10,Bxo,3,4,Beta,2003-04-28,902.138808312309,649.4540512139029,20030428_0336.npy
0337,S14W40,-14,40,240,220,Dki,8,21,Beta-Gamma-Delta,2003-04-28,814.2478171081497,422.33846728398873,20030428_0337.npy
0338,N18W85,18,85,285,200,Dai,8,7,Beta-Gamma,2003-04-28,971.4001986928424,664.0171746096266,20030428_0338.npy
0342,N17W75,17,75,275,30,Hsx,1,1,Alpha,2003-04-28,959.9942040984756,662.3880279691559,20030428_0342.npy
0343,N06E05,6,-5,195,10,Bxo,3,5,Beta,2003-04-28,467.7849151322457,600.1192466361942,20030428_0343.npy
0344,N16W00,16,0,201,450,Dki,8,20,Beta-Gamma-Delta,2003-04-28,510.09655148662864,682.1409655357085,20030428_0344.npy
0345,S17E34,-17,-34,166,190,Dao,5,6,Beta,2003-04-28,249.7670877327526,399.5861973865536,20030428_0345.npy
0346,N16E35,16,-35,165,60,Hsx,2,1,Alpha,2003-04-28,241.7505899471873,675.2487713485432,20030428_0346.npy
0347,S20E22,-20,-22,178,20,Dro,3,3,Beta,2003-04-28,338.63305847279923,378.45844332065735,20030428_0347.npy
0348,S36E44,-36,-44,156,30,Cso,6,7,Beta,2003-04-28,237.04151118718028,248.20062768313943,20030428_0348.npy
0349,S14E46,-14,-46,154,150,Dao,6,15,Beta,2003-04-28,170.60499447264476,419.5543869661064,20030428_0349.npy
0336,N14W69,14,69,256,10,Bxo,4,4,Beta,2003-04-29,951.3030061995548,641.5489275020076,20030429_0336.npy
0337,S14W53,-14,53,240,270,Dac,9,19,Beta-Gamma-Delta,2003-04-29,887.834951580249,415.8268337865306,20030429_0337.npy
0344,N16W14,16,14,201,450,Dki,9,16,Beta-Gamma-Delta,2003-04-29,623.6006919344694,680.2438518692479,20030429_0344.npy
0345,S17E21,-17,-21,166,210,Dao,5,13,Beta,2003-04-29,343.3021813510139,402.6919526380309,20030429_0345.npy
0346,N16E23,16,-23,165,90,Hsx,2,2,Alpha,2003-04-29,327.33048598448545,678.3412668284159,20030429_0346.npy
0347,S20E09,-20,-9,178,10,Bxo,3,3,Beta,2003-04-29,438.6207761956763,379.8941293622411,20030429_0347.npy
